날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-19,매일신문,주요뉴스,긍정,1,최고,17,62.96,2,27,#0d2b5c,#0d2b5c,Y
2026-09-19,매일신문,주요뉴스,긍정,2,투자,10,37.04,2,27,#a8d0f0,#a8d0f0,Y
2026-09-19,매일신문,주요뉴스,부정,1,논란,20,15.75,10,127,#7a0a12,#7a0a12,Y
2026-09-19,매일신문,주요뉴스,부정,2,하락,18,14.17,10,127,#871b22,#871b22,Y
2026-09-19,매일신문,주요뉴스,부정,3,의혹,17,13.39,10,127,#942c33,#942c33,Y
2026-09-19,매일신문,주요뉴스,부정,4,수사,16,12.6,10,127,#a23e43,#a23e43,Y
2026-09-19,매일신문,주요뉴스,부정,5,재판,13,10.24,10,127,#af4f54,#af4f54,Y
2026-09-19,매일신문,주요뉴스,부정,6,취소,12,9.45,10,127,#bd6164,#bd6164,Y
2026-09-19,매일신문,주요뉴스,부정,7,혐의,11,8.66,10,127,#ca7275,#ca7275,Y
2026-09-19,매일신문,주요뉴스,부정,8,부담,7,5.51,10,127,#d88485,#d88485,Y
2026-09-19,매일신문,주요뉴스,부정,9,충돌,7,5.51,10,127,#e59596,#e59596,Y
2026-09-19,매일신문,주요뉴스,부정,10,구속,6,4.72,10,127,#f2a6a6,#f2a6a6,Y
