날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-02,종합,전체,899,1417,48757,44,3106,59,2251,16.0,정부(636); 미국(507); 대통령(490); 후보자(451); 의원(451),지원(449); 투자(358); 확대(309),수사(179); 부담(175); 사퇴(139),"전체: 기사 899건에서 키워드 1417종을 추출했고 상위 키워드는 '정부'(636회), '미국'(507회), '대통령'(490회) 순입니다. 감성지수 +16.0로 긍정 어휘가 다소 우세합니다."
2026-09-02,신문사,데일리안,180,466,11432,22,727,25,638,6.5,금리(228); 후보자(194); 대통령(158); 시장(157); 데일리안(154),지원(109); 투자(90); 확대(90),취소(58); 논란(56); 우려(55),"데일리안: 기사 180건에서 키워드 466종을 추출했고 상위 키워드는 '금리'(228회), '후보자'(194회), '대통령'(158회) 순입니다. 감성지수 +6.5로 긍정 어휘가 다소 우세합니다."
2026-09-02,신문사,매일신문,179,555,9060,27,564,25,356,22.6,정부(146); 지역(131); 지원(117); 의원(102); 대구(96),지원(117); 투자(73); 확대(47),수사(45); 혐의(40); 부담(32),"매일신문: 기사 179건에서 키워드 555종을 추출했고 상위 키워드는 '정부'(146회), '지역'(131회), '지원'(117회) 순입니다. 감성지수 +22.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-02,신문사,문화일보,180,513,7878,24,496,27,331,20.0,대통령(105); 의원(102); 대표(97); 서울(90); 후보자(84),지원(61); 투자(58); 참여(39),수사(38); 혐의(29); 취소(24),"문화일보: 기사 180건에서 키워드 513종을 추출했고 상위 키워드는 '대통령'(105회), '의원'(102회), '대표'(97회) 순입니다. 감성지수 +20.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-02,신문사,아시아경제,180,508,9768,27,898,22,326,46.7,사업(150); 기업(130); 미국(127); 지원(117); 시장(116),지원(117); 확대(107); 투자(100),부담(65); 수사(27); 우려(26),"아시아경제: 기사 180건에서 키워드 508종을 추출했고 상위 키워드는 '사업'(150회), '기업'(130회), '미국'(127회) 순입니다. 감성지수 +46.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-02,신문사,조선일보,180,510,10619,15,421,31,600,-17.5,정부(192); 대표(169); 이란(158); 미국(126); 의원(121),증가(59); 최대(54); 상승(48),사퇴(68); 수사(43); 실종(38),"조선일보: 기사 180건에서 키워드 510종을 추출했고 상위 키워드는 '정부'(192회), '대표'(169회), '이란'(158회) 순입니다. 감성지수 -17.5로 부정 어휘가 다소 우세합니다."
2026-09-02,카테고리,IT과학,99,297,7553,18,620,4,70,79.7,기술(248); 데이터(168); 기업(157); 투자(143); 사업(123),투자(143); 확대(76); 지원(68),규제(34); 부담(15); 반대(14),"IT과학: 기사 99건에서 키워드 297종을 추출했고 상위 키워드는 '기술'(248회), '데이터'(168회), '기업'(157회) 순입니다. 감성지수 +79.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-02,카테고리,경제,100,338,6320,21,748,9,130,70.4,금융(126); 정부(126); 사업(108); 투자(108); 예산(104),투자(108); 확대(94); 증가(83),하락(36); 부실(30); 부채(14),"경제: 기사 100건에서 키워드 338종을 추출했고 상위 키워드는 '금융'(126회), '정부'(126회), '사업'(108회) 순입니다. 감성지수 +70.4로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-02,카테고리,문화,100,368,5346,17,319,7,68,64.9,서울(98); 작가(73); 한국(72); 작품(65); 개발(60),최대(40); 공연(37); 참여(37),감소(17); 부채(10); 부담(9),"문화: 기사 100건에서 키워드 368종을 추출했고 상위 키워드는 '서울'(98회), '작가'(73회), '한국'(72회) 순입니다. 감성지수 +64.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-02,카테고리,사회,100,380,4786,20,275,12,203,15.1,지역(103); 사업(77); 지원(62); 주민(60); 경찰(57),지원(62); 참여(45); 안전(21),수사(51); 혐의(34); 실종(28),"사회: 기사 100건에서 키워드 380종을 추출했고 상위 키워드는 '지역'(103회), '사업'(77회), '지원'(62회) 순입니다. 감성지수 +15.1로 긍정 어휘가 다소 우세합니다."
