날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-01,매일신문,이슈,긍정,1,성장,7,28.0,4,25,#0d2b5c,#0d2b5c,Y
2026-09-01,매일신문,이슈,긍정,2,공연,6,24.0,4,25,#41628d,#41628d,Y
2026-09-01,매일신문,이슈,긍정,3,합의,6,24.0,4,25,#7499bf,#7499bf,Y
2026-09-01,매일신문,이슈,긍정,4,참여,6,24.0,4,25,#a8d0f0,#a8d0f0,Y
2026-09-01,매일신문,이슈,부정,1,논란,19,17.76,12,107,#7a0a12,#7a0a12,Y
2026-09-01,매일신문,이슈,부정,2,비판,16,14.95,12,107,#85181f,#871b22,Y
2026-09-01,매일신문,이슈,부정,3,혐의,12,11.21,12,107,#90262d,#942c33,Y
2026-09-01,매일신문,이슈,부정,4,사퇴,10,9.35,12,107,#9a343a,#a23e43,Y
2026-09-01,매일신문,이슈,부정,5,실종,7,6.54,12,107,#a64348,#af4f54,Y
2026-09-01,매일신문,이슈,부정,6,취소,7,6.54,12,107,#b15155,#bd6164,Y
2026-09-01,매일신문,이슈,부정,7,재판,7,6.54,12,107,#bb5f63,#ca7275,Y
2026-09-01,매일신문,이슈,부정,8,허위,6,5.61,12,107,#c66d70,#d88485,Y
2026-09-01,매일신문,이슈,부정,9,도박,6,5.61,12,107,#d27c7e,#e59596,Y
2026-09-01,매일신문,이슈,부정,10,철회,6,5.61,12,107,#dc8a8b,#f2a6a6,Y
2026-09-01,매일신문,이슈,부정,11,파업,6,5.61,12,107,#e79899,,N
2026-09-01,매일신문,이슈,부정,12,살해,5,4.67,12,107,#f2a6a6,,N
