날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-03,매일신문,세계,긍정,1,지원,12,29.27,5,41,#0d2b5c,#0d2b5c,Y
2026-09-03,매일신문,세계,긍정,2,협력,11,26.83,5,41,#345481,#345481,Y
2026-09-03,매일신문,세계,긍정,3,투자,6,14.63,5,41,#5b7ea6,#5b7ea6,Y
2026-09-03,매일신문,세계,긍정,4,참여,6,14.63,5,41,#82a7cb,#82a7cb,Y
2026-09-03,매일신문,세계,긍정,5,합의,6,14.63,5,41,#a8d0f0,#a8d0f0,Y
2026-09-03,매일신문,세계,부정,1,실종,10,24.39,5,41,#7a0a12,#7a0a12,Y
2026-09-03,매일신문,세계,부정,2,피해,10,24.39,5,41,#983137,#983137,Y
2026-09-03,매일신문,세계,부정,3,사고,8,19.51,5,41,#b6585c,#b6585c,Y
2026-09-03,매일신문,세계,부정,4,재난,7,17.07,5,41,#d47f81,#d47f81,Y
2026-09-03,매일신문,세계,부정,5,위험,6,14.63,5,41,#f2a6a6,#f2a6a6,Y
