날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-14,데일리안,이슈,긍정,1,상승,12,57.14,2,21,#0d2b5c,#0d2b5c,Y
2026-09-14,데일리안,이슈,긍정,2,최고,9,42.86,2,21,#a8d0f0,#a8d0f0,Y
2026-09-14,데일리안,이슈,부정,1,부담,17,18.28,8,93,#7a0a12,#7a0a12,Y
2026-09-14,데일리안,이슈,부정,2,수사,17,18.28,8,93,#8b2027,#8b2027,Y
2026-09-14,데일리안,이슈,부정,3,규제,13,13.98,8,93,#9c373c,#9c373c,Y
2026-09-14,데일리안,이슈,부정,4,취소,10,10.75,8,93,#ad4d51,#ad4d51,Y
2026-09-14,데일리안,이슈,부정,5,우려,10,10.75,8,93,#bf6367,#bf6367,Y
2026-09-14,데일리안,이슈,부정,6,사퇴,9,9.68,8,93,#d0797c,#d0797c,Y
2026-09-14,데일리안,이슈,부정,7,제한,9,9.68,8,93,#e19091,#e19091,Y
2026-09-14,데일리안,이슈,부정,8,전쟁,8,8.6,8,93,#f2a6a6,#f2a6a6,Y
