날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-08,아시아경제,문화,긍정,1,채용,19,20.88,9,91,#0d2b5c,#0d2b5c,Y
2026-09-08,아시아경제,문화,긍정,2,전시,14,15.38,9,91,#20406f,#20406f,Y
2026-09-08,아시아경제,문화,긍정,3,지원,13,14.29,9,91,#345481,#345481,Y
2026-09-08,아시아경제,문화,긍정,4,협력,12,13.19,9,91,#476994,#476994,Y
2026-09-08,아시아경제,문화,긍정,5,최대,8,8.79,9,91,#5b7ea6,#5b7ea6,Y
2026-09-08,아시아경제,문화,긍정,6,계약,7,7.69,9,91,#6e93b9,#6e93b9,Y
2026-09-08,아시아경제,문화,긍정,7,혜택,6,6.59,9,91,#82a7cb,#82a7cb,Y
2026-09-08,아시아경제,문화,긍정,8,참여,6,6.59,9,91,#95bcde,#95bcde,Y
2026-09-08,아시아경제,문화,긍정,9,체결,6,6.59,9,91,#a8d0f0,#a8d0f0,Y
2026-09-08,아시아경제,문화,부정,1,감염,7,100.0,1,7,#7a0a12,#7a0a12,Y
