날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-16,문화일보,사회,긍정,1,참여,21,26.58,7,79,#0d2b5c,#0d2b5c,Y
2026-09-16,문화일보,사회,긍정,2,지원,19,24.05,7,79,#274674,#274674,Y
2026-09-16,문화일보,사회,긍정,3,평화,12,15.19,7,79,#41628d,#41628d,Y
2026-09-16,문화일보,사회,긍정,4,개최,8,10.13,7,79,#5b7ea6,#5b7ea6,Y
2026-09-16,문화일보,사회,긍정,5,공연,7,8.86,7,79,#7499bf,#7499bf,Y
2026-09-16,문화일보,사회,긍정,6,우수,6,7.59,7,79,#8eb5d8,#8eb5d8,Y
2026-09-16,문화일보,사회,긍정,7,개선,6,7.59,7,79,#a8d0f0,#a8d0f0,Y
2026-09-16,문화일보,사회,부정,1,혐의,7,30.43,4,23,#7a0a12,#7a0a12,Y
2026-09-16,문화일보,사회,부정,2,흉기,6,26.09,4,23,#a23e43,#a23e43,Y
2026-09-16,문화일보,사회,부정,3,청탁,5,21.74,4,23,#ca7275,#ca7275,Y
2026-09-16,문화일보,사회,부정,4,의혹,5,21.74,4,23,#f2a6a6,#f2a6a6,Y
