날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-04,아시아경제,경제,긍정,1,최대,19,11.66,14,163,#0d2b5c,#0d2b5c,Y
2026-09-04,아시아경제,경제,긍정,2,확대,17,10.43,14,163,#193767,#1e3d6c,Y
2026-09-04,아시아경제,경제,긍정,3,지원,17,10.43,14,163,#254473,#2f4f7d,Y
2026-09-04,아시아경제,경제,긍정,4,투자,15,9.2,14,163,#31517e,#41628d,Y
2026-09-04,아시아경제,경제,긍정,5,혜택,14,8.59,14,163,#3c5d89,#52749e,Y
2026-09-04,아시아경제,경제,긍정,6,성장,13,7.98,14,163,#496a95,#6387ae,Y
2026-09-04,아시아경제,경제,긍정,7,축제,12,7.36,14,163,#5577a0,#7499bf,Y
2026-09-04,아시아경제,경제,긍정,8,선정,11,6.75,14,163,#6084ac,#86accf,Y
2026-09-04,아시아경제,경제,긍정,9,참여,11,6.75,14,163,#6c91b7,#97bee0,Y
2026-09-04,아시아경제,경제,긍정,10,우대,8,4.91,14,163,#799ec3,#a8d0f0,Y
2026-09-04,아시아경제,경제,긍정,11,채용,7,4.29,14,163,#84aace,,N
2026-09-04,아시아경제,경제,긍정,12,수주,7,4.29,14,163,#90b7d9,,N
2026-09-04,아시아경제,경제,긍정,13,유치,6,3.68,14,163,#9cc4e5,,N
2026-09-04,아시아경제,경제,긍정,14,해소,6,3.68,14,163,#a8d0f0,,N
