날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-08,신문사x카테고리,데일리안/이슈,20,100,1373,5,46,4,48,-2.1,후보자(60); 의원(44); 민주당(34); 국민(33); 대표(32),투자(12); 최고(9); 상승(9),의혹(19); 논란(10); 위험(10),"데일리안/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(60회), '의원'(44회), '민주당'(34회) 순입니다. 감성지수 -2.1로 긍정과 부정이 비슷한 수준합니다."
2026-09-08,신문사x카테고리,데일리안/정치,20,100,1711,3,39,7,104,-45.5,후보자(101); 의원(63); 대통령(58); 인사(54); 청문회(41),투자(16); 최고(12); 협력(11),의혹(28); 논란(22); 하락(13),"데일리안/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(101회), '의원'(63회), '대통령'(58회) 순입니다. 감성지수 -45.5로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,데일리안/주요뉴스,40,100,1214,4,39,4,35,5.4,후보자(47); 대통령(38); 인사(33); 국민(30); 장관(30),증가(14); 참여(9); 상장(8),의혹(12); 실종(8); 수사(8),"데일리안/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(47회), '대통령'(38회), '인사'(33회) 순입니다. 감성지수 +5.4로 긍정 어휘가 다소 우세합니다."
2026-09-08,신문사x카테고리,매일신문/IT과학,20,100,1416,9,114,2,17,74.0,기업(59); 로봇(48); 생산(44); 버스(35); 미국(32),투자(28); 확대(17); 선정(12),부담(9); 유출(8),"매일신문/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기업'(59회), '로봇'(48회), '생산'(44회) 순입니다. 감성지수 +74.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,매일신문/경제,20,100,1368,10,117,2,18,73.3,법인(45); 대구(43); 전시장(33); 기업(31); 규모(31),투자(17); 유치(15); 지원(15),부채(9); 부담(9),"매일신문/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '법인'(45회), '대구'(43회), '전시장'(33회) 순입니다. 감성지수 +73.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,매일신문/문화,20,100,1077,4,72,0,0,100.0,대구(63); 공연(30); 작품(29); 문화(29); 전시(29),공연(30); 전시(29); 개최(7),,"매일신문/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '대구'(63회), '공연'(30회), '작품'(29회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,매일신문/사회,20,100,1273,3,40,4,43,-3.6,지역(60); 대학(56); 청년(33); 사회(31); 안동(25),취업(16); 지원(14); 소통(10),도박(16); 수사(11); 논란(9),"매일신문/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '지역'(60회), '대학'(56회), '청년'(33회) 순입니다. 감성지수 -3.6로 긍정과 부정이 비슷한 수준합니다."
2026-09-08,신문사x카테고리,매일신문/세계,20,100,1197,4,39,6,66,-25.7,미국(43); 파병(40); 정부(39); 대통령(37); 호르무즈(35),지원(15); 참여(11); 확보(7),전쟁(15); 사고(15); 압박(14),"매일신문/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '미국'(43회), '파병'(40회), '정부'(39회) 순입니다. 감성지수 -25.7로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,매일신문/이슈,20,100,1151,0,0,5,47,-100.0,지역(41); 의원(41); 대구(36); 법원(31); 대통령(26),,도박(16); 수사(11); 혐의(7),"매일신문/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '지역'(41회), '의원'(41회), '대구'(36회) 순입니다. 감성지수 -100.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,매일신문/정치,20,100,1431,2,33,7,90,-46.3,후보자(114); 의원(70); 국민(47); 장관(46); 인사(45),최고(24); 투자(9),의혹(29); 비판(14); 청탁(13),"매일신문/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(114회), '의원'(70회), '국민'(47회) 순입니다. 감성지수 -46.3로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,매일신문/주요뉴스,40,100,1158,0,0,4,30,-100.0,법원(55); 대구(53); 의원(35); 대통령(29); 후보자(29),,혐의(8); 수사(8); 구속(7),"매일신문/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '법원'(55회), '대구'(53회), '의원'(35회) 순입니다. 감성지수 -100.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,문화일보/IT과학,20,100,1097,8,76,2,17,63.4,기술(42); 반도체(37); 삼성전자(30); 시장(28); 로봇(23),신뢰(12); 확보(11); 출시(11),규제(10); 위험(7),"문화일보/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기술'(42회), '반도체'(37회), '삼성전자'(30회) 순입니다. 감성지수 +63.4로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,문화일보/경제,20,100,1008,7,83,3,24,55.1,청년(30); 금융(28); 서울(23); 상승(23); 연차(21),상승(23); 투자(19); 확대(9),부담(11); 제한(7); 하락(6),"문화일보/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '청년'(30회), '금융'(28회), '서울'(23회) 순입니다. 감성지수 +55.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,문화일보/문화,20,100,757,1,5,3,24,-65.5,서울(25); 세계(20); 저작(18); 작가(18); 문학(17),전시(5),범죄(12); 마약(7); 피해(5),"문화일보/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '서울'(25회), '세계'(20회), '저작'(18회) 순입니다. 감성지수 -65.5로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,문화일보/사회,20,100,1167,7,80,3,46,27.0,행사(36); 복지(35); 주민(29); 사회(26); 사고(26),개최(14); 참여(14); 안전(13),사고(26); 자살(13); 수사(7),"문화일보/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '행사'(36회), '복지'(35회), '주민'(29회) 순입니다. 감성지수 +27.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,문화일보/세계,20,100,875,1,7,9,59,-78.8,미국(45); 트럼프(34); 이란(29); 대통령(29); 시간(19),동맹(7),사기(11); 전쟁(11); 경고(6),"문화일보/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '미국'(45회), '트럼프'(34회), '이란'(29회) 순입니다. 감성지수 -78.8로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,문화일보/이슈,20,100,870,4,38,14,113,-49.7,경찰(33); 확인(30); 수사(25); 의원(25); 계약(21),계약(21); 확보(7); 축제(5),수사(25); 혐의(14); 실종(9),"문화일보/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '경찰'(33회), '확인'(30회), '수사'(25회) 순입니다. 감성지수 -49.7로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,문화일보/정치,20,100,1279,3,33,2,25,13.8,의원(38); 단계(34); 대표(27); 합동(25); 금융(25),협력(12); 지원(11); 강화(10),수사(17); 의혹(8),"문화일보/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '의원'(38회), '단계'(34회), '대표'(27회) 순입니다. 감성지수 +13.8로 긍정 어휘가 다소 우세합니다."
2026-09-08,신문사x카테고리,문화일보/주요뉴스,40,100,744,3,16,6,60,-57.9,경찰(32); 수사(21); 확인(19); 인사(18); 조사(15),투자(6); 축제(5); 강세(5),수사(21); 혐의(14); 사망(7),"문화일보/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '경찰'(32회), '수사'(21회), '확인'(19회) 순입니다. 감성지수 -57.9로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,아시아경제/IT과학,20,100,1143,11,109,0,0,100.0,기술(41); 게임(38); 장비(26); 구축(25); 기업(24),성과(14); 혜택(12); 최대(11),,"아시아경제/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기술'(41회), '게임'(38회), '장비'(26회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,아시아경제/경제,20,100,1065,10,103,0,0,100.0,주택(31); 기업(25); 장비(23); 기술(22); 개발(22),지원(14); 상장(14); 강화(13),,"아시아경제/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '주택'(31회), '기업'(25회), '장비'(23회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,아시아경제/문화,20,100,811,9,91,1,7,85.7,기아(22); 유산(20); 채용(19); 미래(18); 국가(16),채용(19); 전시(14); 지원(13),감염(7),"아시아경제/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기아'(22회), '유산'(20회), '채용'(19회) 순입니다. 감성지수 +85.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,아시아경제/사회,20,100,1116,9,121,2,13,80.6,사업(44); 지원(33); 의료(27); 지역(27); 추진(24),지원(33); 참여(17); 선정(14),자살(7); 부담(6),"아시아경제/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '사업'(44회), '지원'(33회), '의료'(27회) 순입니다. 감성지수 +80.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,아시아경제/세계,20,100,1367,5,65,4,55,8.3,미국(93); 캐나다(50); 관세(42); 트럼프(25); 독일(25),최고(16); 합의(16); 상승(13),보복(20); 전쟁(17); 비판(9),"아시아경제/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '미국'(93회), '캐나다'(50회), '관세'(42회) 순입니다. 감성지수 +8.3로 긍정 어휘가 다소 우세합니다."
2026-09-08,신문사x카테고리,아시아경제/이슈,20,100,1409,6,73,4,43,25.9,미국(44); 가격(33); 커피(32); 독일(26); 인프라(24),투자(19); 상승(14); 증가(11),전쟁(14); 갈등(12); 보복(9),"아시아경제/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '미국'(44회), '가격'(33회), '커피'(32회) 순입니다. 감성지수 +25.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,아시아경제/정치,20,100,1765,7,107,2,21,67.2,대통령(117); 영화(77); 프랑스(62); 산업(54); 한국(40),투자(29); 협력(22); 지원(18),위기(11); 수사(10),"아시아경제/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '대통령'(117회), '영화'(77회), '프랑스'(62회) 순입니다. 감성지수 +67.2로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,아시아경제/주요뉴스,40,100,2229,6,103,1,23,63.5,여성(107); 미술(105); 한국(83); 작가(77); 기업(62),전시(26); 고용(21); 상승(16),격차(23),"아시아경제/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '여성'(107회), '미술'(105회), '한국'(83회) 순입니다. 감성지수 +63.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,조선일보/IT과학,20,100,1521,3,34,2,38,-5.6,수리(46); 정보(45); 스마트폰(43); 제품(40); 중국(36),출시(14); 최대(12); 최고(8),유출(27); 피해(11),"조선일보/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '수리'(46회), '정보'(45회), '스마트폰'(43회) 순입니다. 감성지수 -5.6로 부정 어휘가 다소 우세합니다."
2026-09-08,신문사x카테고리,조선일보/경제,20,100,1535,9,170,3,29,70.9,금리(69); 투자(54); 세종메디칼(47); 미국(40); 기업(39),투자(54); 성장(29); 증가(21),위험(10); 폐지(10); 부담(9),"조선일보/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '금리'(69회), '투자'(54회), '세종메디칼'(47회) 순입니다. 감성지수 +70.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,조선일보/문화,20,100,934,1,8,2,17,-36.0,작품(33); 유영국(30); 작가(24); 브라질(23); 북한(23),전시(8),전쟁(12); 살인(5),"조선일보/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '작품'(33회), '유영국'(30회), '작가'(24회) 순입니다. 감성지수 -36.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,조선일보/사회,20,100,815,2,12,7,62,-67.6,법원(22); 대학(20); 과장(19); 후보(18); 의원(18),투자(7); 지원(5),수사(16); 혐의(12); 구속(9),"조선일보/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '법원'(22회), '대학'(20회), '과장'(19회) 순입니다. 감성지수 -67.6로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,조선일보/세계,20,100,1161,3,27,3,26,1.9,미국(43); 대통령(37); 트럼프(35); 중국(33); 한국(26),승리(12); 지원(8); 협력(7),사고(11); 재판(9); 살해(6),"조선일보/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '미국'(43회), '대통령'(37회), '트럼프'(35회) 순입니다. 감성지수 +1.9로 긍정과 부정이 비슷한 수준합니다."
2026-09-08,신문사x카테고리,조선일보/이슈,20,100,1504,5,94,3,35,45.7,후보자(59); 투자(49); 의원(47); 승인(32); 세종메디칼(32),투자(49); 유치(18); 상장(10),의혹(18); 청탁(9); 은폐(8),"조선일보/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(59회), '투자'(49회), '의원'(47회) 순입니다. 감성지수 +45.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-08,신문사x카테고리,조선일보/정치,20,100,1218,5,52,4,45,7.2,후보자(77); 의원(59); 대통령(33); 국회(31); 대표(29),투자(16); 강화(11); 참여(11),의혹(18); 은폐(10); 논란(9),"조선일보/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(77회), '의원'(59회), '대통령'(33회) 순입니다. 감성지수 +7.2로 긍정 어휘가 다소 우세합니다."
2026-09-08,신문사x카테고리,조선일보/주요뉴스,40,100,1423,6,81,7,62,13.3,금리(62); 후보자(57); 주행(31); 자율(28); 인사(27),증가(20); 성장(18); 투자(18),의혹(11); 위험(10); 청탁(9),"조선일보/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '금리'(62회), '후보자'(57회), '주행'(31회) 순입니다. 감성지수 +13.3로 긍정 어휘가 다소 우세합니다."
