날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-14,데일리안,정치,부정,1,사퇴,35,17.95,13,195,#7a0a12,#7a0a12,Y
2026-09-14,데일리안,정치,부정,2,수사,32,16.41,13,195,#84171e,#871b22,Y
2026-09-14,데일리안,정치,부정,3,의혹,18,9.23,13,195,#8e242a,#942c33,Y
2026-09-14,데일리안,정치,부정,4,비판,17,8.72,13,195,#983137,#a23e43,Y
2026-09-14,데일리안,정치,부정,5,실종,16,8.21,13,195,#a23e43,#af4f54,Y
2026-09-14,데일리안,정치,부정,6,논란,13,6.67,13,195,#ac4b50,#bd6164,Y
2026-09-14,데일리안,정치,부정,7,압박,13,6.67,13,195,#b6585c,#ca7275,Y
2026-09-14,데일리안,정치,부정,8,제재,12,6.15,13,195,#c06568,#d88485,Y
2026-09-14,데일리안,정치,부정,9,실패,9,4.62,13,195,#ca7275,#e59596,Y
2026-09-14,데일리안,정치,부정,10,취소,9,4.62,13,195,#d47f81,#f2a6a6,Y
2026-09-14,데일리안,정치,부정,11,우려,8,4.1,13,195,#de8c8e,,N
2026-09-14,데일리안,정치,부정,12,유출,7,3.59,13,195,#e8999a,,N
2026-09-14,데일리안,정치,부정,13,부담,6,3.08,13,195,#f2a6a6,,N
