날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-22,매일신문,이슈,긍정,1,선정,14,42.42,3,33,#0d2b5c,#0d2b5c,Y
2026-09-22,매일신문,이슈,긍정,2,최고,11,33.33,3,33,#5b7ea6,#5b7ea6,Y
2026-09-22,매일신문,이슈,긍정,3,확대,8,24.24,3,33,#a8d0f0,#a8d0f0,Y
2026-09-22,매일신문,이슈,부정,1,수사,22,22.0,9,100,#7a0a12,#7a0a12,Y
2026-09-22,매일신문,이슈,부정,2,혐의,15,15.0,9,100,#891e25,#891e25,Y
2026-09-22,매일신문,이슈,부정,3,불안,12,12.0,9,100,#983137,#983137,Y
2026-09-22,매일신문,이슈,부정,4,사고,12,12.0,9,100,#a7454a,#a7454a,Y
2026-09-22,매일신문,이슈,부정,5,위반,9,9.0,9,100,#b6585c,#b6585c,Y
2026-09-22,매일신문,이슈,부정,6,논란,8,8.0,9,100,#c56c6f,#c56c6f,Y
2026-09-22,매일신문,이슈,부정,7,살인,8,8.0,9,100,#d47f81,#d47f81,Y
2026-09-22,매일신문,이슈,부정,8,벌금,7,7.0,9,100,#e39394,#e39394,Y
2026-09-22,매일신문,이슈,부정,9,부실,7,7.0,9,100,#f2a6a6,#f2a6a6,Y
