날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-05,데일리안,문화,긍정,1,성장,33,34.02,9,97,#0d2b5c,#0d2b5c,Y
2026-09-05,데일리안,문화,긍정,2,지원,12,12.37,9,97,#20406f,#20406f,Y
2026-09-05,데일리안,문화,긍정,3,투자,10,10.31,9,97,#345481,#345481,Y
2026-09-05,데일리안,문화,긍정,4,기대,7,7.22,9,97,#476994,#476994,Y
2026-09-05,데일리안,문화,긍정,5,신뢰,7,7.22,9,97,#5b7ea6,#5b7ea6,Y
2026-09-05,데일리안,문화,긍정,6,출시,7,7.22,9,97,#6e93b9,#6e93b9,Y
2026-09-05,데일리안,문화,긍정,7,계약,7,7.22,9,97,#82a7cb,#82a7cb,Y
2026-09-05,데일리안,문화,긍정,8,증가,7,7.22,9,97,#95bcde,#95bcde,Y
2026-09-05,데일리안,문화,긍정,9,확대,7,7.22,9,97,#a8d0f0,#a8d0f0,Y
2026-09-05,데일리안,문화,부정,1,위험,12,100.0,1,12,#7a0a12,#7a0a12,Y
