날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-24,데일리안,경제,긍정,1,투자,22,20.0,8,110,#0d2b5c,#0d2b5c,Y
2026-09-24,데일리안,경제,긍정,2,성장,15,13.64,8,110,#234271,#234271,Y
2026-09-24,데일리안,경제,긍정,3,확대,14,12.73,8,110,#395a86,#395a86,Y
2026-09-24,데일리안,경제,긍정,4,상승,14,12.73,8,110,#4f729b,#4f729b,Y
2026-09-24,데일리안,경제,긍정,5,지원,13,11.82,8,110,#6689b1,#6689b1,Y
2026-09-24,데일리안,경제,긍정,6,증가,12,10.91,8,110,#7ca1c6,#7ca1c6,Y
2026-09-24,데일리안,경제,긍정,7,최대,10,9.09,8,110,#92b9db,#92b9db,Y
2026-09-24,데일리안,경제,긍정,8,안정,10,9.09,8,110,#a8d0f0,#a8d0f0,Y
2026-09-24,데일리안,경제,부정,1,부담,22,62.86,2,35,#7a0a12,#7a0a12,Y
2026-09-24,데일리안,경제,부정,2,규제,13,37.14,2,35,#f2a6a6,#f2a6a6,Y
