날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-16,문화일보,경제,긍정,1,지원,14,16.28,10,86,#0d2b5c,#0d2b5c,Y
2026-09-16,문화일보,경제,긍정,2,확대,13,15.12,10,86,#1e3d6c,#1e3d6c,Y
2026-09-16,문화일보,경제,긍정,3,계약,11,12.79,10,86,#2f4f7d,#2f4f7d,Y
2026-09-16,문화일보,경제,긍정,4,상승,11,12.79,10,86,#41628d,#41628d,Y
2026-09-16,문화일보,경제,긍정,5,안정,7,8.14,10,86,#52749e,#52749e,Y
2026-09-16,문화일보,경제,긍정,6,투자,7,8.14,10,86,#6387ae,#6387ae,Y
2026-09-16,문화일보,경제,긍정,7,응원,6,6.98,10,86,#7499bf,#7499bf,Y
2026-09-16,문화일보,경제,긍정,8,최고,6,6.98,10,86,#86accf,#86accf,Y
2026-09-16,문화일보,경제,긍정,9,합의,6,6.98,10,86,#97bee0,#97bee0,Y
2026-09-16,문화일보,경제,긍정,10,수주,5,5.81,10,86,#a8d0f0,#a8d0f0,Y
2026-09-16,문화일보,경제,부정,1,부결,6,37.5,3,16,#7a0a12,#7a0a12,Y
2026-09-16,문화일보,경제,부정,2,하락,5,31.25,3,16,#b6585c,#b6585c,Y
2026-09-16,문화일보,경제,부정,3,위기,5,31.25,3,16,#f2a6a6,#f2a6a6,Y
