날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-11,매일신문,IT과학,긍정,1,투자,28,23.53,9,119,#0d2b5c,#0d2b5c,Y
2026-09-11,매일신문,IT과학,긍정,2,확대,19,15.97,9,119,#20406f,#20406f,Y
2026-09-11,매일신문,IT과학,긍정,3,지원,14,11.76,9,119,#345481,#345481,Y
2026-09-11,매일신문,IT과학,긍정,4,선정,12,10.08,9,119,#476994,#476994,Y
2026-09-11,매일신문,IT과학,긍정,5,확보,10,8.4,9,119,#5b7ea6,#5b7ea6,Y
2026-09-11,매일신문,IT과학,긍정,6,성과,9,7.56,9,119,#6e93b9,#6e93b9,Y
2026-09-11,매일신문,IT과학,긍정,7,성장,9,7.56,9,119,#82a7cb,#82a7cb,Y
2026-09-11,매일신문,IT과학,긍정,8,참여,9,7.56,9,119,#95bcde,#95bcde,Y
2026-09-11,매일신문,IT과학,긍정,9,강화,9,7.56,9,119,#a8d0f0,#a8d0f0,Y
2026-09-11,매일신문,IT과학,부정,1,유출,8,100.0,1,8,#7a0a12,#7a0a12,Y
