날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-10,매일신문,정치,긍정,1,강화,10,28.57,4,35,#0d2b5c,#0d2b5c,Y
2026-09-10,매일신문,정치,긍정,2,안전,9,25.71,4,35,#41628d,#41628d,Y
2026-09-10,매일신문,정치,긍정,3,소통,9,25.71,4,35,#7499bf,#7499bf,Y
2026-09-10,매일신문,정치,긍정,4,투자,7,20.0,4,35,#a8d0f0,#a8d0f0,Y
2026-09-10,매일신문,정치,부정,1,제한,24,28.92,7,83,#7a0a12,#7a0a12,Y
2026-09-10,매일신문,정치,부정,2,의혹,16,19.28,7,83,#8e242a,#8e242a,Y
2026-09-10,매일신문,정치,부정,3,논란,12,14.46,7,83,#a23e43,#a23e43,Y
2026-09-10,매일신문,정치,부정,4,반대,9,10.84,7,83,#b6585c,#b6585c,Y
2026-09-10,매일신문,정치,부정,5,파업,8,9.64,7,83,#ca7275,#ca7275,Y
2026-09-10,매일신문,정치,부정,6,비판,7,8.43,7,83,#de8c8e,#de8c8e,Y
2026-09-10,매일신문,정치,부정,7,하락,7,8.43,7,83,#f2a6a6,#f2a6a6,Y
