날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-06,데일리안,사회,긍정,1,축제,17,48.57,3,35,#0d2b5c,#0d2b5c,Y
2026-09-06,데일리안,사회,긍정,2,통과,10,28.57,3,35,#5b7ea6,#5b7ea6,Y
2026-09-06,데일리안,사회,긍정,3,안전,8,22.86,3,35,#a8d0f0,#a8d0f0,Y
2026-09-06,데일리안,사회,부정,1,혐의,12,19.05,8,63,#7a0a12,#7a0a12,Y
2026-09-06,데일리안,사회,부정,2,범죄,11,17.46,8,63,#8b2027,#8b2027,Y
2026-09-06,데일리안,사회,부정,3,사고,9,14.29,8,63,#9c373c,#9c373c,Y
2026-09-06,데일리안,사회,부정,4,징역,8,12.7,8,63,#ad4d51,#ad4d51,Y
2026-09-06,데일리안,사회,부정,5,실종,6,9.52,8,63,#bf6367,#bf6367,Y
2026-09-06,데일리안,사회,부정,6,수사,6,9.52,8,63,#d0797c,#d0797c,Y
2026-09-06,데일리안,사회,부정,7,위반,6,9.52,8,63,#e19091,#e19091,Y
2026-09-06,데일리안,사회,부정,8,폭력,5,7.94,8,63,#f2a6a6,#f2a6a6,Y
