날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-02,데일리안,문화,긍정,1,지원,28,24.56,9,114,#0d2b5c,#0d2b5c,Y
2026-09-02,데일리안,문화,긍정,2,최대,16,14.04,9,114,#20406f,#20406f,Y
2026-09-02,데일리안,문화,긍정,3,확대,13,11.4,9,114,#345481,#345481,Y
2026-09-02,데일리안,문화,긍정,4,공연,11,9.65,9,114,#476994,#476994,Y
2026-09-02,데일리안,문화,긍정,5,증가,10,8.77,9,114,#5b7ea6,#5b7ea6,Y
2026-09-02,데일리안,문화,긍정,6,성장,10,8.77,9,114,#6e93b9,#6e93b9,Y
2026-09-02,데일리안,문화,긍정,7,강화,10,8.77,9,114,#82a7cb,#82a7cb,Y
2026-09-02,데일리안,문화,긍정,8,최고,8,7.02,9,114,#95bcde,#95bcde,Y
2026-09-02,데일리안,문화,긍정,9,참여,8,7.02,9,114,#a8d0f0,#a8d0f0,Y
2026-09-02,데일리안,문화,부정,1,감소,17,48.57,3,35,#7a0a12,#7a0a12,Y
2026-09-02,데일리안,문화,부정,2,부채,10,28.57,3,35,#b6585c,#b6585c,Y
2026-09-02,데일리안,문화,부정,3,파업,8,22.86,3,35,#f2a6a6,#f2a6a6,Y
