날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-16,문화일보,주요뉴스,긍정,1,투자,6,100.0,1,6,#0d2b5c,#0d2b5c,Y
2026-09-16,문화일보,주요뉴스,부정,1,의혹,12,12.24,14,98,#7a0a12,#7a0a12,Y
2026-09-16,문화일보,주요뉴스,부정,2,혐의,10,10.2,14,98,#83161d,#871b22,Y
2026-09-16,문화일보,주요뉴스,부정,3,비판,9,9.18,14,98,#8c2229,#942c33,Y
2026-09-16,문화일보,주요뉴스,부정,4,위기,8,8.16,14,98,#962e34,#a23e43,Y
2026-09-16,문화일보,주요뉴스,부정,5,축소,7,7.14,14,98,#9f3a3f,#af4f54,Y
2026-09-16,문화일보,주요뉴스,부정,6,위험,7,7.14,14,98,#a8464b,#bd6164,Y
2026-09-16,문화일보,주요뉴스,부정,7,사고,7,7.14,14,98,#b25256,#ca7275,Y
2026-09-16,문화일보,주요뉴스,부정,8,폭행,6,6.12,14,98,#ba5e62,#d88485,Y
2026-09-16,문화일보,주요뉴스,부정,9,수사,6,6.12,14,98,#c46a6d,#e59596,Y
2026-09-16,문화일보,주요뉴스,부정,10,흉기,6,6.12,14,98,#cd7679,#f2a6a6,Y
2026-09-16,문화일보,주요뉴스,부정,11,철회,5,5.1,14,98,#d68284,,N
2026-09-16,문화일보,주요뉴스,부정,12,청탁,5,5.1,14,98,#e08e8f,,N
2026-09-16,문화일보,주요뉴스,부정,13,구속,5,5.1,14,98,#e99a9b,,N
2026-09-16,문화일보,주요뉴스,부정,14,도박,5,5.1,14,98,#f2a6a6,,N
