날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-10,문화일보,이슈,긍정,1,투자,10,40.0,4,25,#0d2b5c,#0d2b5c,Y
2026-09-10,문화일보,이슈,긍정,2,최대,6,24.0,4,25,#41628d,#41628d,Y
2026-09-10,문화일보,이슈,긍정,3,상승,5,20.0,4,25,#7499bf,#7499bf,Y
2026-09-10,문화일보,이슈,긍정,4,상장,4,16.0,4,25,#a8d0f0,#a8d0f0,Y
2026-09-10,문화일보,이슈,부정,1,수사,21,24.42,9,86,#7a0a12,#7a0a12,Y
2026-09-10,문화일보,이슈,부정,2,사고,13,15.12,9,86,#891e25,#891e25,Y
2026-09-10,문화일보,이슈,부정,3,혐의,12,13.95,9,86,#983137,#983137,Y
2026-09-10,문화일보,이슈,부정,4,위험,9,10.47,9,86,#a7454a,#a7454a,Y
2026-09-10,문화일보,이슈,부정,5,기소,8,9.3,9,86,#b6585c,#b6585c,Y
2026-09-10,문화일보,이슈,부정,6,반대,7,8.14,9,86,#c56c6f,#c56c6f,Y
2026-09-10,문화일보,이슈,부정,7,청탁,6,6.98,9,86,#d47f81,#d47f81,Y
2026-09-10,문화일보,이슈,부정,8,위조,5,5.81,9,86,#e39394,#e39394,Y
2026-09-10,문화일보,이슈,부정,9,징역,5,5.81,9,86,#f2a6a6,#f2a6a6,Y
