날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-07,조선일보,경제,긍정,1,투자,41,29.71,8,138,#0d2b5c,#0d2b5c,Y
2026-09-07,조선일보,경제,긍정,2,혜택,23,16.67,8,138,#234271,#234271,Y
2026-09-07,조선일보,경제,긍정,3,상승,17,12.32,8,138,#395a86,#395a86,Y
2026-09-07,조선일보,경제,긍정,4,출시,15,10.87,8,138,#4f729b,#4f729b,Y
2026-09-07,조선일보,경제,긍정,5,최대,14,10.14,8,138,#6689b1,#6689b1,Y
2026-09-07,조선일보,경제,긍정,6,증가,11,7.97,8,138,#7ca1c6,#7ca1c6,Y
2026-09-07,조선일보,경제,긍정,7,지원,10,7.25,8,138,#92b9db,#92b9db,Y
2026-09-07,조선일보,경제,긍정,8,확대,7,5.07,8,138,#a8d0f0,#a8d0f0,Y
2026-09-07,조선일보,경제,부정,1,규제,11,55.0,2,20,#7a0a12,#7a0a12,Y
2026-09-07,조선일보,경제,부정,2,부담,9,45.0,2,20,#f2a6a6,#f2a6a6,Y
