날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-15,종합,전체,900,1431,49741,52,2696,42,2273,8.5,후보자(839); 의원(763); 대통령(640); 미국(586); 대표(568),확대(270); 지원(265); 투자(255),의혹(256); 비판(150); 수사(131),"전체: 기사 900건에서 키워드 1431종을 추출했고 상위 키워드는 '후보자'(839회), '의원'(763회), '대통령'(640회) 순입니다. 감성지수 +8.5로 긍정 어휘가 다소 우세합니다."
2026-09-15,신문사,데일리안,180,468,11824,24,557,22,757,-15.2,후보자(345); 의원(255); 대표(173); 시장(163); 미국(161),확대(84); 협력(51); 상승(51),의혹(147); 수사(76); 부담(55),"데일리안: 기사 180건에서 키워드 468종을 추출했고 상위 키워드는 '후보자'(345회), '의원'(255회), '대표'(173회) 순입니다. 감성지수 -15.2로 부정 어휘가 다소 우세합니다."
2026-09-15,신문사,매일신문,180,516,9831,24,475,24,400,8.6,의원(165); 대통령(138); 지역(123); 사업(115); 후보자(115),지원(64); 공연(53); 확대(52),전쟁(62); 사퇴(42); 비판(38),"매일신문: 기사 180건에서 키워드 516종을 추출했고 상위 키워드는 '의원'(165회), '대통령'(138회), '지역'(123회) 순입니다. 감성지수 +8.6로 긍정 어휘가 다소 우세합니다."
2026-09-15,신문사,문화일보,180,543,8108,29,432,16,277,21.9,의원(187); 후보자(154); 대표(129); 대통령(124); 여성(78),지원(42); 참여(40); 투자(33),의혹(69); 비판(36); 논란(31),"문화일보: 기사 180건에서 키워드 543종을 추출했고 상위 키워드는 '의원'(187회), '후보자'(154회), '대표'(129회) 순입니다. 감성지수 +21.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-15,신문사,아시아경제,180,503,10252,31,763,17,445,26.3,시장(177); 미국(164); 기업(163); 정보(133); 문화(127),확대(103); 지원(100); 투자(87),유출(60); 사고(57); 규제(40),"아시아경제: 기사 180건에서 키워드 503종을 추출했고 상위 키워드는 '시장'(177회), '미국'(164회), '기업'(163회) 순입니다. 감성지수 +26.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-15,신문사,조선일보,180,497,9726,20,469,23,394,8.7,후보자(225); 대통령(189); 의원(147); 대표(138); 미국(134),투자(80); 상승(62); 최고(62),하락(49); 수사(35); 탄핵(30),"조선일보: 기사 180건에서 키워드 497종을 추출했고 상위 키워드는 '후보자'(225회), '대통령'(189회), '의원'(147회) 순입니다. 감성지수 +8.7로 긍정 어휘가 다소 우세합니다."
2026-09-15,카테고리,IT과학,100,311,6538,22,599,6,86,74.9,기업(154); 기술(149); 개발(110); 게임(103); 산업(95),확대(76); 지원(74); 투자(73),위험(26); 규제(17); 폭발(17),"IT과학: 기사 100건에서 키워드 311종을 추출했고 상위 키워드는 '기업'(154회), '기술'(149회), '개발'(110회) 순입니다. 감성지수 +74.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-15,카테고리,경제,100,348,6006,22,565,8,196,48.5,시장(140); 금리(111); 투자(99); 금융(88); 기업(88),투자(99); 상승(85); 증가(59),하락(44); 부담(41); 규제(35),"경제: 기사 100건에서 키워드 348종을 추출했고 상위 키워드는 '시장'(140회), '금리'(111회), '투자'(99회) 순입니다. 감성지수 +48.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-15,카테고리,문화,100,403,5275,18,285,4,74,58.8,문화(113); 공연(94); 지역(88); 영화(79); 감독(61),공연(94); 지원(27); 확대(20),전쟁(43); 사망(12); 위험(11),"문화: 기사 100건에서 키워드 403종을 추출했고 상위 키워드는 '문화'(113회), '공연'(94회), '지역'(88회) 순입니다. 감성지수 +58.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-15,카테고리,사회,100,371,6253,20,301,18,431,-17.8,정보(107); 후보자(100); 수사(76); 사건(74); 서울(74),참여(51); 지원(43); 선정(23),수사(76); 유출(45); 혐의(36),"사회: 기사 100건에서 키워드 371종을 추출했고 상위 키워드는 '정보'(107회), '후보자'(100회), '수사'(76회) 순입니다. 감성지수 -17.8로 부정 어휘가 다소 우세합니다."
