날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-17,문화일보,경제,긍정,1,상승,16,16.33,10,98,#0d2b5c,#0d2b5c,Y
2026-09-17,문화일보,경제,긍정,2,투자,14,14.29,10,98,#1e3d6c,#1e3d6c,Y
2026-09-17,문화일보,경제,긍정,3,확대,14,14.29,10,98,#2f4f7d,#2f4f7d,Y
2026-09-17,문화일보,경제,긍정,4,지원,9,9.18,10,98,#41628d,#41628d,Y
2026-09-17,문화일보,경제,긍정,5,혜택,8,8.16,10,98,#52749e,#52749e,Y
2026-09-17,문화일보,경제,긍정,6,배당,8,8.16,10,98,#6387ae,#6387ae,Y
2026-09-17,문화일보,경제,긍정,7,감사,8,8.16,10,98,#7499bf,#7499bf,Y
2026-09-17,문화일보,경제,긍정,8,반등,7,7.14,10,98,#86accf,#86accf,Y
2026-09-17,문화일보,경제,긍정,9,성장,7,7.14,10,98,#97bee0,#97bee0,Y
2026-09-17,문화일보,경제,긍정,10,기대,7,7.14,10,98,#a8d0f0,#a8d0f0,Y
2026-09-17,문화일보,경제,부정,1,부담,11,27.5,4,40,#7a0a12,#7a0a12,Y
2026-09-17,문화일보,경제,부정,2,하락,11,27.5,4,40,#a23e43,#a23e43,Y
2026-09-17,문화일보,경제,부정,3,손실,10,25.0,4,40,#ca7275,#ca7275,Y
2026-09-17,문화일보,경제,부정,4,논란,8,20.0,4,40,#f2a6a6,#f2a6a6,Y
