날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-06,데일리안,정치,긍정,1,혁신,10,55.56,2,18,#0d2b5c,#0d2b5c,Y
2026-09-06,데일리안,정치,긍정,2,지원,8,44.44,2,18,#a8d0f0,#a8d0f0,Y
2026-09-06,데일리안,정치,부정,1,수사,31,22.63,9,137,#7a0a12,#7a0a12,Y
2026-09-06,데일리안,정치,부정,2,의혹,26,18.98,9,137,#891e25,#891e25,Y
2026-09-06,데일리안,정치,부정,3,논란,19,13.87,9,137,#983137,#983137,Y
2026-09-06,데일리안,정치,부정,4,비판,18,13.14,9,137,#a7454a,#a7454a,Y
2026-09-06,데일리안,정치,부정,5,철회,10,7.3,9,137,#b6585c,#b6585c,Y
2026-09-06,데일리안,정치,부정,6,청탁,9,6.57,9,137,#c56c6f,#c56c6f,Y
2026-09-06,데일리안,정치,부정,7,취소,8,5.84,9,137,#d47f81,#d47f81,Y
2026-09-06,데일리안,정치,부정,8,공방,8,5.84,9,137,#e39394,#e39394,Y
2026-09-06,데일리안,정치,부정,9,범죄,8,5.84,9,137,#f2a6a6,#f2a6a6,Y
