날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-20,종합,전체,900,1486,48889,40,1989,60,2807,-17.1,대통령(886); 후보자(754); 장관(509); 미국(473); 시장(466),투자(176); 지원(165); 최고(160),사퇴(401); 의혹(294); 취소(261),"전체: 기사 900건에서 키워드 1486종을 추출했고 상위 키워드는 '대통령'(886회), '후보자'(754회), '장관'(509회) 순입니다. 감성지수 -17.1로 부정 어휘가 다소 우세합니다."
2026-09-20,신문사,데일리안,180,501,10679,22,495,22,550,-5.3,대통령(213); 데일리안(183); 후보자(176); 대표(151); 국민(140),최고(105); 계약(56); 출시(46),사퇴(118); 수사(52); 의혹(50),"데일리안: 기사 180건에서 키워드 501종을 추출했고 상위 키워드는 '대통령'(213회), '데일리안'(183회), '후보자'(176회) 순입니다. 감성지수 -5.3로 부정 어휘가 다소 우세합니다."
2026-09-20,신문사,매일신문,180,533,9986,18,394,32,785,-33.2,대통령(180); 장관(151); 후보자(150); 의원(138); 법무부(94),지원(70); 확대(41); 안전(35),취소(92); 의혹(92); 사퇴(74),"매일신문: 기사 180건에서 키워드 533종을 추출했고 상위 키워드는 '대통령'(180회), '장관'(151회), '후보자'(150회) 순입니다. 감성지수 -33.2로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-20,신문사,문화일보,180,500,7497,22,380,26,456,-9.1,대통령(181); 자신(89); 시장(88); 서울(82); 후보자(65),투자(36); 상승(35); 기부(29),사퇴(53); 취소(51); 의혹(47),"문화일보: 기사 180건에서 키워드 500종을 추출했고 상위 키워드는 '대통령'(181회), '자신'(89회), '시장'(88회) 순입니다. 감성지수 -9.1로 부정 어휘가 다소 우세합니다."
2026-09-20,신문사,아시아경제,180,484,10624,19,407,22,465,-6.7,미국(140); 대통령(136); 한국(130); 공장(126); 시장(124),투자(78); 확대(49); 증가(46),사퇴(63); 의혹(55); 부담(47),"아시아경제: 기사 180건에서 키워드 484종을 추출했고 상위 키워드는 '미국'(140회), '대통령'(136회), '한국'(130회) 순입니다. 감성지수 -6.7로 부정 어휘가 다소 우세합니다."
2026-09-20,신문사,조선일보,180,534,10103,19,313,25,551,-27.5,후보자(239); 한국(196); 대통령(176); 장관(171); 미국(162),평화(42); 최대(26); 최고(26),사퇴(93); 취소(66); 수사(53),"조선일보: 기사 180건에서 키워드 534종을 추출했고 상위 키워드는 '후보자'(239회), '한국'(196회), '대통령'(176회) 순입니다. 감성지수 -27.5로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-20,카테고리,IT과학,100,315,6802,13,339,5,88,58.8,게임(170); 기업(146); 기술(127); 개발(122); 데이터(100),투자(49); 출시(48); 확대(42),규제(30); 위험(21); 유출(17),"IT과학: 기사 100건에서 키워드 315종을 추출했고 상위 키워드는 '게임'(170회), '기업'(146회), '기술'(127회) 순입니다. 감성지수 +58.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-20,카테고리,경제,100,359,6823,14,423,11,202,35.4,가격(178); 시장(140); 서울(113); 기준(95); 금리(90),상승(60); 확대(58); 최고(46),취소(31); 부담(27); 전쟁(22),"경제: 기사 100건에서 키워드 359종을 추출했고 상위 키워드는 '가격'(178회), '시장'(140회), '서울'(113회) 순입니다. 감성지수 +35.4로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-20,카테고리,문화,100,412,5388,16,278,11,78,56.2,서울(65); 시장(62); 사회(60); 세계(56); 한국(54),전시(48); 공연(43); 지원(26),감소(11); 감염(9); 위험(9),"문화: 기사 100건에서 키워드 412종을 추출했고 상위 키워드는 '서울'(65회), '시장'(62회), '사회'(60회) 순입니다. 감성지수 +56.2로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-20,카테고리,사회,100,374,4783,17,240,24,339,-17.1,서울(73); 현장(64); 접수(62); 지역(55); 사고(54),안전(45); 지원(37); 구제(19),사고(54); 취소(48); 혐의(27),"사회: 기사 100건에서 키워드 374종을 추출했고 상위 키워드는 '서울'(73회), '현장'(64회), '접수'(62회) 순입니다. 감성지수 -17.1로 부정 어휘가 다소 우세합니다."
