날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-20,종합,전체 카테고리,긍정,1,투자,176,8.85,40,1989,#0d2b5c,#0d2b5c,Y
2026-09-20,종합,전체 카테고리,긍정,2,지원,165,8.3,40,1989,#112f5f,#1e3d6c,Y
2026-09-20,종합,전체 카테고리,긍정,3,최고,160,8.04,40,1989,#153364,#2f4f7d,Y
2026-09-20,종합,전체 카테고리,긍정,4,확대,158,7.94,40,1989,#193767,#41628d,Y
2026-09-20,종합,전체 카테고리,긍정,5,증가,116,5.83,40,1989,#1d3c6b,#52749e,Y
2026-09-20,종합,전체 카테고리,긍정,6,안전,99,4.98,40,1989,#20406f,#6387ae,Y
2026-09-20,종합,전체 카테고리,긍정,7,출시,87,4.37,40,1989,#254473,#7499bf,Y
2026-09-20,종합,전체 카테고리,긍정,8,상승,78,3.92,40,1989,#284876,#86accf,Y
2026-09-20,종합,전체 카테고리,긍정,9,계약,76,3.82,40,1989,#2d4d7a,#97bee0,Y
2026-09-20,종합,전체 카테고리,긍정,10,최대,70,3.52,40,1989,#31517e,#a8d0f0,Y
2026-09-20,종합,전체 카테고리,긍정,11,확보,67,3.37,40,1989,#355582,,N
2026-09-20,종합,전체 카테고리,긍정,12,소통,64,3.22,40,1989,#395a86,,N
2026-09-20,종합,전체 카테고리,긍정,13,공연,61,3.07,40,1989,#3c5d89,,N
2026-09-20,종합,전체 카테고리,긍정,14,전시,59,2.97,40,1989,#41628d,,N
2026-09-20,종합,전체 카테고리,긍정,15,인정,50,2.51,40,1989,#446691,,N
2026-09-20,종합,전체 카테고리,긍정,16,채용,48,2.41,40,1989,#496a95,,N
2026-09-20,종합,전체 카테고리,긍정,17,협력,46,2.31,40,1989,#4d6f99,,N
2026-09-20,종합,전체 카테고리,긍정,18,평화,42,2.11,40,1989,#50739c,,N
2026-09-20,종합,전체 카테고리,긍정,19,축제,35,1.76,40,1989,#5577a0,,N
2026-09-20,종합,전체 카테고리,긍정,20,기부,33,1.66,40,1989,#587ba4,,N
2026-09-20,종합,전체 카테고리,긍정,21,개막,31,1.56,40,1989,#5d80a8,,N
2026-09-20,종합,전체 카테고리,긍정,22,성장,28,1.41,40,1989,#6084ac,,N
