날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-17,종합,전체 카테고리,긍정,1,투자,313,12.43,53,2519,#0d2b5c,#0d2b5c,Y
2026-09-17,종합,전체 카테고리,긍정,2,지원,243,9.65,53,2519,#0f2e5e,#1e3d6c,Y
2026-09-17,종합,전체 카테고리,긍정,3,협력,238,9.45,53,2519,#123161,#2f4f7d,Y
2026-09-17,종합,전체 카테고리,긍정,4,상승,210,8.34,53,2519,#163464,#41628d,Y
2026-09-17,종합,전체 카테고리,긍정,5,확대,199,7.9,53,2519,#193767,#52749e,Y
2026-09-17,종합,전체 카테고리,긍정,6,성장,119,4.72,53,2519,#1c3b6a,#6387ae,Y
2026-09-17,종합,전체 카테고리,긍정,7,안전,108,4.29,53,2519,#1f3e6d,#7499bf,Y
2026-09-17,종합,전체 카테고리,긍정,8,참여,102,4.05,53,2519,#224170,#86accf,Y
2026-09-17,종합,전체 카테고리,긍정,9,배당,97,3.85,53,2519,#254473,#97bee0,Y
2026-09-17,종합,전체 카테고리,긍정,10,강화,85,3.37,53,2519,#284776,#a8d0f0,Y
2026-09-17,종합,전체 카테고리,긍정,11,안정,69,2.74,53,2519,#2b4b78,,N
2026-09-17,종합,전체 카테고리,긍정,12,구제,58,2.3,53,2519,#2e4e7b,,N
2026-09-17,종합,전체 카테고리,긍정,13,확보,53,2.1,53,2519,#31517e,,N
2026-09-17,종합,전체 카테고리,긍정,14,공연,50,1.98,53,2519,#345481,,N
2026-09-17,종합,전체 카테고리,긍정,15,최고,42,1.67,53,2519,#365783,,N
2026-09-17,종합,전체 카테고리,긍정,16,증가,41,1.63,53,2519,#395a86,,N
2026-09-17,종합,전체 카테고리,긍정,17,축제,33,1.31,53,2519,#3c5d89,,N
2026-09-17,종합,전체 카테고리,긍정,18,개선,31,1.23,53,2519,#3f618c,,N
2026-09-17,종합,전체 카테고리,긍정,19,최대,31,1.23,53,2519,#42648f,,N
2026-09-17,종합,전체 카테고리,긍정,20,계약,28,1.11,53,2519,#466792,,N
2026-09-17,종합,전체 카테고리,긍정,21,전시,26,1.03,53,2519,#496a95,,N
2026-09-17,종합,전체 카테고리,긍정,22,출시,25,0.99,53,2519,#4c6e98,,N
2026-09-17,종합,전체 카테고리,긍정,23,가결,18,0.71,53,2519,#4f719b,,N
2026-09-17,종합,전체 카테고리,긍정,24,신설,18,0.71,53,2519,#52749e,,N
2026-09-17,종합,전체 카테고리,긍정,25,개최,17,0.67,53,2519,#5577a0,,N
2026-09-17,종합,전체 카테고리,긍정,26,반등,15,0.6,53,2519,#587ba3,,N
2026-09-17,종합,전체 카테고리,긍정,27,협약,15,0.6,53,2519,#5b7ea6,,N
2026-09-17,종합,전체 카테고리,긍정,28,선정,14,0.56,53,2519,#5d80a9,,N
2026-09-17,종합,전체 카테고리,긍정,29,유치,14,0.56,53,2519,#6084ac,,N
2026-09-17,종합,전체 카테고리,긍정,30,고용,14,0.56,53,2519,#6387ae,,N
2026-09-17,종합,전체 카테고리,긍정,31,성공,13,0.52,53,2519,#668ab1,,N
2026-09-17,종합,전체 카테고리,긍정,32,혁신,12,0.48,53,2519,#698db4,,N
2026-09-17,종합,전체 카테고리,긍정,33,체결,12,0.48,53,2519,#6c91b7,,N
2026-09-17,종합,전체 카테고리,긍정,34,완화,11,0.44,53,2519,#6f94ba,,N
2026-09-17,종합,전체 카테고리,긍정,35,상향,11,0.44,53,2519,#7397bd,,N
2026-09-17,종합,전체 카테고리,긍정,36,기부,9,0.36,53,2519,#769ac0,,N
2026-09-17,종합,전체 카테고리,긍정,37,성과,9,0.36,53,2519,#799ec3,,N
2026-09-17,종합,전체 카테고리,긍정,38,희망,8,0.32,53,2519,#7ca1c6,,N
2026-09-17,종합,전체 카테고리,긍정,39,인정,8,0.32,53,2519,#7fa4c9,,N
2026-09-17,종합,전체 카테고리,긍정,40,혜택,8,0.32,53,2519,#82a7cb,,N
2026-09-17,종합,전체 카테고리,긍정,41,감사,8,0.32,53,2519,#84aace,,N
2026-09-17,종합,전체 카테고리,긍정,42,개막,8,0.32,53,2519,#87add1,,N
2026-09-17,종합,전체 카테고리,긍정,43,우수,8,0.32,53,2519,#8ab0d4,,N
2026-09-17,종합,전체 카테고리,긍정,44,승리,7,0.28,53,2519,#8db4d6,,N
2026-09-17,종합,전체 카테고리,긍정,45,합의,7,0.28,53,2519,#90b7d9,,N
2026-09-17,종합,전체 카테고리,긍정,46,통과,7,0.28,53,2519,#93badc,,N
2026-09-17,종합,전체 카테고리,긍정,47,기대,7,0.28,53,2519,#96bddf,,N
2026-09-17,종합,전체 카테고리,긍정,48,우승,7,0.28,53,2519,#99c0e2,,N
2026-09-17,종합,전체 카테고리,긍정,49,봉사,7,0.28,53,2519,#9cc4e5,,N
2026-09-17,종합,전체 카테고리,긍정,50,달성,7,0.28,53,2519,#9fc7e8,,N
2026-09-17,종합,전체 카테고리,긍정,51,기증,7,0.28,53,2519,#a3caeb,,N
2026-09-17,종합,전체 카테고리,긍정,52,회복,6,0.24,53,2519,#a6cdee,,N
2026-09-17,종합,전체 카테고리,긍정,53,화제,6,0.24,53,2519,#a8d0f0,,N
2026-09-17,종합,전체 카테고리,부정,1,의혹,167,9.96,48,1676,#7a0a12,#7a0a12,Y
2026-09-17,종합,전체 카테고리,부정,2,하락,117,6.98,48,1676,#7c0d15,#871b22,Y
2026-09-17,종합,전체 카테고리,부정,3,논란,114,6.8,48,1676,#7f1018,#942c33,Y
2026-09-17,종합,전체 카테고리,부정,4,위험,103,6.15,48,1676,#82141b,#a23e43,Y
2026-09-17,종합,전체 카테고리,부정,5,규제,98,5.85,48,1676,#84171e,#af4f54,Y
2026-09-17,종합,전체 카테고리,부정,6,수사,94,5.61,48,1676,#871b22,#bd6164,Y
