날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-17,종합,전체,900,1432,52034,53,2519,48,1676,20.1,금리(1070); 후보자(780); 의원(705); 미국(636); 대통령(619),투자(313); 지원(243); 협력(238),의혹(167); 하락(117); 논란(114),"전체: 기사 900건에서 키워드 1432종을 추출했고 상위 키워드는 '금리'(1070회), '후보자'(780회), '의원'(705회) 순입니다. 감성지수 +20.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-17,신문사,데일리안,180,460,12079,18,547,21,521,2.4,후보자(281); 금리(261); 의원(220); 대통령(185); 데일리안(184),지원(87); 투자(64); 상승(62),의혹(87); 규제(59); 취소(51),"데일리안: 기사 180건에서 키워드 460종을 추출했고 상위 키워드는 '후보자'(281회), '금리'(261회), '의원'(220회) 순입니다. 감성지수 +2.4로 긍정과 부정이 비슷한 수준합니다."
2026-09-17,신문사,매일신문,180,536,10055,21,379,20,297,12.1,대통령(158); 의원(151); 후보자(109); 금리(91); 시장(89),확대(42); 협력(42); 투자(36),혐의(45); 규제(39); 거부(28),"매일신문: 기사 180건에서 키워드 536종을 추출했고 상위 키워드는 '대통령'(158회), '의원'(151회), '후보자'(109회) 순입니다. 감성지수 +12.1로 긍정 어휘가 다소 우세합니다."
2026-09-17,신문사,문화일보,180,527,8244,23,380,20,277,15.7,의원(122); 한국(113); 후보자(98); 금리(92); 지역(83),지원(56); 투자(47); 확대(36),비판(42); 논란(33); 하락(29),"문화일보: 기사 180건에서 키워드 527종을 추출했고 상위 키워드는 '의원'(122회), '한국'(113회), '후보자'(98회) 순입니다. 감성지수 +15.7로 긍정 어휘가 다소 우세합니다."
2026-09-17,신문사,아시아경제,180,474,10358,29,775,11,194,60.0,금리(257); 기술(153); 인상(146); 시장(131); 경제(120),협력(98); 투자(84); 확대(61),논란(38); 하락(38); 위험(33),"아시아경제: 기사 180건에서 키워드 474종을 추출했고 상위 키워드는 '금리'(257회), '기술'(153회), '인상'(146회) 순입니다. 감성지수 +60.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-17,신문사,조선일보,180,498,11298,17,438,20,387,6.2,금리(369); 미국(267); 후보자(243); 한국(190); 인상(158),배당(89); 투자(82); 구제(39),반대(61); 의혹(43); 수사(34),"조선일보: 기사 180건에서 키워드 498종을 추출했고 상위 키워드는 '금리'(369회), '미국'(267회), '후보자'(243회) 순입니다. 감성지수 +6.2로 긍정 어휘가 다소 우세합니다."
2026-09-17,카테고리,IT과학,100,316,6994,16,479,7,95,66.9,기술(164); 기업(136); 개발(124); 카카오(122); 서비스(113),확대(67); 지원(66); 투자(60),위험(27); 유출(24); 피해(10),"IT과학: 기사 100건에서 키워드 316종을 추출했고 상위 키워드는 '기술'(164회), '기업'(136회), '개발'(124회) 순입니다. 감성지수 +66.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-17,카테고리,경제,100,344,6825,20,523,10,196,45.5,금리(271); 인상(128); 금융(127); 시장(117); 미국(109),투자(80); 상승(67); 확대(65),규제(57); 부담(52); 하락(22),"경제: 기사 100건에서 키워드 344종을 추출했고 상위 키워드는 '금리'(271회), '인상'(128회), '금융'(127회) 순입니다. 감성지수 +45.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-17,카테고리,문화,100,385,5463,15,260,5,61,62.0,한국(116); 문화(76); 작가(62); 서울(60); 교수(58),공연(37); 안전(33); 지원(27),위험(26); 논란(11); 부담(9),"문화: 기사 100건에서 키워드 385종을 추출했고 상위 키워드는 '한국'(116회), '문화'(76회), '작가'(62회) 순입니다. 감성지수 +62.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-17,카테고리,사회,100,380,5467,19,259,14,234,5.1,서울(100); 지역(93); 기술(76); 접수(71); 의원(70),지원(56); 구제(30); 협력(22),혐의(39); 징역(37); 유출(31),"사회: 기사 100건에서 키워드 380종을 추출했고 상위 키워드는 '서울'(100회), '지역'(93회), '기술'(76회) 순입니다. 감성지수 +5.1로 긍정 어휘가 다소 우세합니다."
2026-09-17,카테고리,세계,100,317,5985,15,221,21,196,6.0,금리(249); 미국(184); 인상(138); 트럼프(127); 한국(105),상승(34); 안전(32); 투자(25),하락(20); 제재(18); 위험(16),"세계: 기사 100건에서 키워드 317종을 추출했고 상위 키워드는 '금리'(249회), '미국'(184회), '인상'(138회) 순입니다. 감성지수 +6.0로 긍정 어휘가 다소 우세합니다."
2026-09-17,카테고리,이슈,100,331,6529,13,229,15,265,-7.3,금리(243); 후보자(155); 인상(139); 미국(138); 대통령(111),상승(55); 투자(53); 성장(18),의혹(40); 하락(30); 위험(27),"이슈: 기사 100건에서 키워드 331종을 추출했고 상위 키워드는 '금리'(243회), '후보자'(155회), '인상'(139회) 순입니다. 감성지수 -7.3로 부정 어휘가 다소 우세합니다."
