날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-10,아시아경제,주요뉴스,긍정,1,투자,30,25.42,8,118,#0d2b5c,#0d2b5c,Y
2026-09-10,아시아경제,주요뉴스,긍정,2,확대,23,19.49,8,118,#234271,#234271,Y
2026-09-10,아시아경제,주요뉴스,긍정,3,수주,17,14.41,8,118,#395a86,#395a86,Y
2026-09-10,아시아경제,주요뉴스,긍정,4,상승,14,11.86,8,118,#4f729b,#4f729b,Y
2026-09-10,아시아경제,주요뉴스,긍정,5,성장,10,8.47,8,118,#6689b1,#6689b1,Y
2026-09-10,아시아경제,주요뉴스,긍정,6,협력,10,8.47,8,118,#7ca1c6,#7ca1c6,Y
2026-09-10,아시아경제,주요뉴스,긍정,7,최고,7,5.93,8,118,#92b9db,#92b9db,Y
2026-09-10,아시아경제,주요뉴스,긍정,8,최대,7,5.93,8,118,#a8d0f0,#a8d0f0,Y
2026-09-10,아시아경제,주요뉴스,부정,1,피해,10,52.63,2,19,#7a0a12,#7a0a12,Y
2026-09-10,아시아경제,주요뉴스,부정,2,전쟁,9,47.37,2,19,#f2a6a6,#f2a6a6,Y
