날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-20,매일신문,주요뉴스,긍정,1,지원,21,45.65,4,46,#0d2b5c,#0d2b5c,Y
2026-09-20,매일신문,주요뉴스,긍정,2,채용,9,19.57,4,46,#41628d,#41628d,Y
2026-09-20,매일신문,주요뉴스,긍정,3,확대,8,17.39,4,46,#7499bf,#7499bf,Y
2026-09-20,매일신문,주요뉴스,긍정,4,인정,8,17.39,4,46,#a8d0f0,#a8d0f0,Y
2026-09-20,매일신문,주요뉴스,부정,1,의혹,26,16.35,13,159,#7a0a12,#7a0a12,Y
2026-09-20,매일신문,주요뉴스,부정,2,논란,18,11.32,13,159,#84171e,#871b22,Y
2026-09-20,매일신문,주요뉴스,부정,3,사퇴,17,10.69,13,159,#8e242a,#942c33,Y
2026-09-20,매일신문,주요뉴스,부정,4,취소,15,9.43,13,159,#983137,#a23e43,Y
2026-09-20,매일신문,주요뉴스,부정,5,부담,14,8.81,13,159,#a23e43,#af4f54,Y
2026-09-20,매일신문,주요뉴스,부정,6,사고,11,6.92,13,159,#ac4b50,#bd6164,Y
2026-09-20,매일신문,주요뉴스,부정,7,파업,11,6.92,13,159,#b6585c,#ca7275,Y
2026-09-20,매일신문,주요뉴스,부정,8,혐의,10,6.29,13,159,#c06568,#d88485,Y
2026-09-20,매일신문,주요뉴스,부정,9,성추행,9,5.66,13,159,#ca7275,#e59596,Y
2026-09-20,매일신문,주요뉴스,부정,10,재판,8,5.03,13,159,#d47f81,#f2a6a6,Y
2026-09-20,매일신문,주요뉴스,부정,11,폭행,7,4.4,13,159,#de8c8e,,N
2026-09-20,매일신문,주요뉴스,부정,12,징역,7,4.4,13,159,#e8999a,,N
2026-09-20,매일신문,주요뉴스,부정,13,혐오,6,3.77,13,159,#f2a6a6,,N
