날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-09,아시아경제,IT과학,긍정,1,지원,30,15.23,13,197,#0d2b5c,#0d2b5c,Y
2026-09-09,아시아경제,IT과학,긍정,2,성과,24,12.18,13,197,#1a3968,#1e3d6c,Y
2026-09-09,아시아경제,IT과학,긍정,3,참여,21,10.66,13,197,#274674,#2f4f7d,Y
2026-09-09,아시아경제,IT과학,긍정,4,협력,20,10.15,13,197,#345481,#41628d,Y
2026-09-09,아시아경제,IT과학,긍정,5,투자,17,8.63,13,197,#41628d,#52749e,Y
2026-09-09,아시아경제,IT과학,긍정,6,확보,12,6.09,13,197,#4d709a,#6387ae,Y
2026-09-09,아시아경제,IT과학,긍정,7,확대,12,6.09,13,197,#5b7ea6,#7499bf,Y
2026-09-09,아시아경제,IT과학,긍정,8,최대,11,5.58,13,197,#688bb2,#86accf,Y
2026-09-09,아시아경제,IT과학,긍정,9,강화,11,5.58,13,197,#7499bf,#97bee0,Y
2026-09-09,아시아경제,IT과학,긍정,10,도약,10,5.08,13,197,#82a7cb,#a8d0f0,Y
2026-09-09,아시아경제,IT과학,긍정,11,개선,10,5.08,13,197,#8eb5d8,,N
2026-09-09,아시아경제,IT과학,긍정,12,혁신,10,5.08,13,197,#9bc2e4,,N
2026-09-09,아시아경제,IT과학,긍정,13,우수,9,4.57,13,197,#a8d0f0,,N
2026-09-09,아시아경제,IT과학,부정,1,제재,11,100.0,1,11,#7a0a12,#7a0a12,Y
