날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-25,아시아경제,세계,긍정,1,협력,11,21.57,7,51,#0d2b5c,#0d2b5c,Y
2026-09-25,아시아경제,세계,긍정,2,최대,8,15.69,7,51,#274674,#274674,Y
2026-09-25,아시아경제,세계,긍정,3,안정,7,13.73,7,51,#41628d,#41628d,Y
2026-09-25,아시아경제,세계,긍정,4,지원,7,13.73,7,51,#5b7ea6,#5b7ea6,Y
2026-09-25,아시아경제,세계,긍정,5,합의,6,11.76,7,51,#7499bf,#7499bf,Y
2026-09-25,아시아경제,세계,긍정,6,기대,6,11.76,7,51,#8eb5d8,#8eb5d8,Y
2026-09-25,아시아경제,세계,긍정,7,안전,6,11.76,7,51,#a8d0f0,#a8d0f0,Y
2026-09-25,아시아경제,세계,부정,1,벌금,9,18.75,7,48,#7a0a12,#7a0a12,Y
2026-09-25,아시아경제,세계,부정,2,위기,7,14.58,7,48,#8e242a,#8e242a,Y
2026-09-25,아시아경제,세계,부정,3,규제,7,14.58,7,48,#a23e43,#a23e43,Y
2026-09-25,아시아경제,세계,부정,4,위반,7,14.58,7,48,#b6585c,#b6585c,Y
2026-09-25,아시아경제,세계,부정,5,우려,6,12.5,7,48,#ca7275,#ca7275,Y
2026-09-25,아시아경제,세계,부정,6,소송,6,12.5,7,48,#de8c8e,#de8c8e,Y
2026-09-25,아시아경제,세계,부정,7,위험,6,12.5,7,48,#f2a6a6,#f2a6a6,Y
