날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-02,아시아경제,주요뉴스,긍정,1,지원,55,22.45,14,245,#0d2b5c,#0d2b5c,Y
2026-09-02,아시아경제,주요뉴스,긍정,2,확대,31,12.65,14,245,#193767,#1e3d6c,Y
2026-09-02,아시아경제,주요뉴스,긍정,3,혜택,24,9.8,14,245,#254473,#2f4f7d,Y
2026-09-02,아시아경제,주요뉴스,긍정,4,투자,18,7.35,14,245,#31517e,#41628d,Y
2026-09-02,아시아경제,주요뉴스,긍정,5,상장,16,6.53,14,245,#3c5d89,#52749e,Y
2026-09-02,아시아경제,주요뉴스,긍정,6,최대,15,6.12,14,245,#496a95,#6387ae,Y
2026-09-02,아시아경제,주요뉴스,긍정,7,상승,12,4.9,14,245,#5577a0,#7499bf,Y
2026-09-02,아시아경제,주요뉴스,긍정,8,강화,12,4.9,14,245,#6084ac,#86accf,Y
2026-09-02,아시아경제,주요뉴스,긍정,9,계약,12,4.9,14,245,#6c91b7,#97bee0,Y
2026-09-02,아시아경제,주요뉴스,긍정,10,고용,11,4.49,14,245,#799ec3,#a8d0f0,Y
2026-09-02,아시아경제,주요뉴스,긍정,11,취업,11,4.49,14,245,#84aace,,N
2026-09-02,아시아경제,주요뉴스,긍정,12,채용,10,4.08,14,245,#90b7d9,,N
2026-09-02,아시아경제,주요뉴스,긍정,13,성장,9,3.67,14,245,#9cc4e5,,N
2026-09-02,아시아경제,주요뉴스,긍정,14,기대,9,3.67,14,245,#a8d0f0,,N
2026-09-02,아시아경제,주요뉴스,부정,1,부담,25,55.56,3,45,#7a0a12,#7a0a12,Y
2026-09-02,아시아경제,주요뉴스,부정,2,실업,12,26.67,3,45,#b6585c,#b6585c,Y
2026-09-02,아시아경제,주요뉴스,부정,3,부채,8,17.78,3,45,#f2a6a6,#f2a6a6,Y
