날짜,언론사,카테고리,기사수,상위키워드,인사이트,생성시각,상태
2026-09-04,매일신문,문화,20,서울(48); 공간(43); 작품(42); 대구(36); 작가(32),"2026-09-04 매일신문(문화) 기사 20건 분석 결과, 상위 키워드는 '서울'(48회), '공간'(43회), '작품'(42회), '대구'(36회), '작가'(32회) 순으로 나타났습니다. 특히 '서울' 관련 이슈가 가장 두드러졌으며, 대표 헤드라인은 ""[최상대의 건축인문기행] 9·11 테러, 공간을 남긴 메모리얼"" 입니다.",2026-09-04 09:05:59,성공
