날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-23,아시아경제,경제,긍정,1,투자,24,18.6,11,129,#0d2b5c,#0d2b5c,Y
2026-09-23,아시아경제,경제,긍정,2,확대,22,17.05,11,129,#1c3b6b,#1e3d6c,Y
2026-09-23,아시아경제,경제,긍정,3,지원,18,13.95,11,129,#2c4c7a,#2f4f7d,Y
2026-09-23,아시아경제,경제,긍정,4,협력,12,9.3,11,129,#3b5c88,#41628d,Y
2026-09-23,아시아경제,경제,긍정,5,선정,10,7.75,11,129,#4b6d97,#52749e,Y
2026-09-23,아시아경제,경제,긍정,6,최대,9,6.98,11,129,#5b7ea6,#6387ae,Y
2026-09-23,아시아경제,경제,긍정,7,확보,9,6.98,11,129,#6a8eb5,#7499bf,Y
2026-09-23,아시아경제,경제,긍정,8,강화,8,6.2,11,129,#7a9fc4,#86accf,Y
2026-09-23,아시아경제,경제,긍정,9,전시,6,4.65,11,129,#89afd2,#97bee0,Y
2026-09-23,아시아경제,경제,긍정,10,체결,6,4.65,11,129,#99c0e1,#a8d0f0,Y
2026-09-23,아시아경제,경제,긍정,11,협약,5,3.88,11,129,#a8d0f0,,N
2026-09-23,아시아경제,경제,부정,1,압박,5,100.0,1,5,#7a0a12,#7a0a12,Y
