날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-16,데일리안,사회,긍정,1,타결,14,42.42,3,33,#0d2b5c,#0d2b5c,Y
2026-09-16,데일리안,사회,긍정,2,합의,13,39.39,3,33,#5b7ea6,#5b7ea6,Y
2026-09-16,데일리안,사회,긍정,3,인정,6,18.18,3,33,#a8d0f0,#a8d0f0,Y
2026-09-16,데일리안,사회,부정,1,파업,42,31.34,8,134,#7a0a12,#7a0a12,Y
2026-09-16,데일리안,사회,부정,2,수사,23,17.16,8,134,#8b2027,#8b2027,Y
2026-09-16,데일리안,사회,부정,3,의혹,21,15.67,8,134,#9c373c,#9c373c,Y
2026-09-16,데일리안,사회,부정,4,반대,16,11.94,8,134,#ad4d51,#ad4d51,Y
2026-09-16,데일리안,사회,부정,5,청탁,10,7.46,8,134,#bf6367,#bf6367,Y
2026-09-16,데일리안,사회,부정,6,결렬,8,5.97,8,134,#d0797c,#d0797c,Y
2026-09-16,데일리안,사회,부정,7,부담,7,5.22,8,134,#e19091,#e19091,Y
2026-09-16,데일리안,사회,부정,8,조작,7,5.22,8,134,#f2a6a6,#f2a6a6,Y
