날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-24,문화일보,경제,긍정,1,공연,12,15.58,9,77,#0d2b5c,#0d2b5c,Y
2026-09-24,문화일보,경제,긍정,2,협력,11,14.29,9,77,#20406f,#20406f,Y
2026-09-24,문화일보,경제,긍정,3,지원,10,12.99,9,77,#345481,#345481,Y
2026-09-24,문화일보,경제,긍정,4,안정,9,11.69,9,77,#476994,#476994,Y
2026-09-24,문화일보,경제,긍정,5,성장,8,10.39,9,77,#5b7ea6,#5b7ea6,Y
2026-09-24,문화일보,경제,긍정,6,투자,8,10.39,9,77,#6e93b9,#6e93b9,Y
2026-09-24,문화일보,경제,긍정,7,강화,7,9.09,9,77,#82a7cb,#82a7cb,Y
2026-09-24,문화일보,경제,긍정,8,확대,6,7.79,9,77,#95bcde,#95bcde,Y
2026-09-24,문화일보,경제,긍정,9,상승,6,7.79,9,77,#a8d0f0,#a8d0f0,Y
2026-09-24,문화일보,경제,부정,1,규제,7,100.0,1,7,#7a0a12,#7a0a12,Y
