날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-11,매일신문,이슈,긍정,1,축제,12,57.14,2,21,#0d2b5c,#0d2b5c,Y
2026-09-11,매일신문,이슈,긍정,2,투자,9,42.86,2,21,#a8d0f0,#a8d0f0,Y
2026-09-11,매일신문,이슈,부정,1,반대,20,20.83,8,96,#7a0a12,#7a0a12,Y
2026-09-11,매일신문,이슈,부정,2,의혹,17,17.71,8,96,#8b2027,#8b2027,Y
2026-09-11,매일신문,이슈,부정,3,수사,15,15.62,8,96,#9c373c,#9c373c,Y
2026-09-11,매일신문,이슈,부정,4,논란,15,15.62,8,96,#ad4d51,#ad4d51,Y
2026-09-11,매일신문,이슈,부정,5,혐의,10,10.42,8,96,#bf6367,#bf6367,Y
2026-09-11,매일신문,이슈,부정,6,화재,7,7.29,8,96,#d0797c,#d0797c,Y
2026-09-11,매일신문,이슈,부정,7,사퇴,6,6.25,8,96,#e19091,#e19091,Y
2026-09-11,매일신문,이슈,부정,8,비판,6,6.25,8,96,#f2a6a6,#f2a6a6,Y
