날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-07,문화일보,사회,긍정,1,참여,21,17.5,9,120,#0d2b5c,#0d2b5c,Y
2026-09-07,문화일보,사회,긍정,2,지원,19,15.83,9,120,#20406f,#20406f,Y
2026-09-07,문화일보,사회,긍정,3,확대,18,15.0,9,120,#345481,#345481,Y
2026-09-07,문화일보,사회,긍정,4,선정,15,12.5,9,120,#476994,#476994,Y
2026-09-07,문화일보,사회,긍정,5,소통,10,8.33,9,120,#5b7ea6,#5b7ea6,Y
2026-09-07,문화일보,사회,긍정,6,협력,10,8.33,9,120,#6e93b9,#6e93b9,Y
2026-09-07,문화일보,사회,긍정,7,협약,10,8.33,9,120,#82a7cb,#82a7cb,Y
2026-09-07,문화일보,사회,긍정,8,기부,9,7.5,9,120,#95bcde,#95bcde,Y
2026-09-07,문화일보,사회,긍정,9,최대,8,6.67,9,120,#a8d0f0,#a8d0f0,Y
2026-09-07,문화일보,사회,부정,1,우려,10,38.46,3,26,#7a0a12,#7a0a12,Y
2026-09-07,문화일보,사회,부정,2,피해,9,34.62,3,26,#b6585c,#b6585c,Y
2026-09-07,문화일보,사회,부정,3,취소,7,26.92,3,26,#f2a6a6,#f2a6a6,Y
