날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-13,문화일보,세계,긍정,1,상승,11,29.73,5,37,#0d2b5c,#0d2b5c,Y
2026-09-13,문화일보,세계,긍정,2,수상,10,27.03,5,37,#345481,#345481,Y
2026-09-13,문화일보,세계,긍정,3,최대,6,16.22,5,37,#5b7ea6,#5b7ea6,Y
2026-09-13,문화일보,세계,긍정,4,확대,5,13.51,5,37,#82a7cb,#82a7cb,Y
2026-09-13,문화일보,세계,긍정,5,지원,5,13.51,5,37,#a8d0f0,#a8d0f0,Y
2026-09-13,문화일보,세계,부정,1,테러,24,46.15,6,52,#7a0a12,#7a0a12,Y
2026-09-13,문화일보,세계,부정,2,전쟁,8,15.38,6,52,#922930,#922930,Y
2026-09-13,문화일보,세계,부정,3,하락,5,9.62,6,52,#aa484d,#aa484d,Y
2026-09-13,문화일보,세계,부정,4,표류,5,9.62,6,52,#c2686b,#c2686b,Y
2026-09-13,문화일보,세계,부정,5,비판,5,9.62,6,52,#da8788,#da8788,Y
2026-09-13,문화일보,세계,부정,6,사기,5,9.62,6,52,#f2a6a6,#f2a6a6,Y
