날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-24,매일신문,세계,긍정,1,최대,17,29.31,5,58,#0d2b5c,#0d2b5c,Y
2026-09-24,매일신문,세계,긍정,2,금메달,16,27.59,5,58,#345481,#345481,Y
2026-09-24,매일신문,세계,긍정,3,강화,11,18.97,5,58,#5b7ea6,#5b7ea6,Y
2026-09-24,매일신문,세계,긍정,4,계약,7,12.07,5,58,#82a7cb,#82a7cb,Y
2026-09-24,매일신문,세계,긍정,5,합의,7,12.07,5,58,#a8d0f0,#a8d0f0,Y
2026-09-24,매일신문,세계,부정,1,테러,17,21.79,8,78,#7a0a12,#7a0a12,Y
2026-09-24,매일신문,세계,부정,2,전쟁,14,17.95,8,78,#8b2027,#8b2027,Y
2026-09-24,매일신문,세계,부정,3,혐의,10,12.82,8,78,#9c373c,#9c373c,Y
2026-09-24,매일신문,세계,부정,4,중단,9,11.54,8,78,#ad4d51,#ad4d51,Y
2026-09-24,매일신문,세계,부정,5,경고,8,10.26,8,78,#bf6367,#bf6367,Y
2026-09-24,매일신문,세계,부정,6,폭염,7,8.97,8,78,#d0797c,#d0797c,Y
2026-09-24,매일신문,세계,부정,7,사망,7,8.97,8,78,#e19091,#e19091,Y
2026-09-24,매일신문,세계,부정,8,벌금,6,7.69,8,78,#f2a6a6,#f2a6a6,Y
