날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-07,조선일보,사회,긍정,1,지원,11,35.48,4,31,#0d2b5c,#0d2b5c,Y
2026-09-07,조선일보,사회,긍정,2,확대,8,25.81,4,31,#41628d,#41628d,Y
2026-09-07,조선일보,사회,긍정,3,확보,6,19.35,4,31,#7499bf,#7499bf,Y
2026-09-07,조선일보,사회,긍정,4,축제,6,19.35,4,31,#a8d0f0,#a8d0f0,Y
2026-09-07,조선일보,사회,부정,1,수사,14,25.45,7,55,#7a0a12,#7a0a12,Y
2026-09-07,조선일보,사회,부정,2,사기,9,16.36,7,55,#8e242a,#8e242a,Y
2026-09-07,조선일보,사회,부정,3,불법,8,14.55,7,55,#a23e43,#a23e43,Y
2026-09-07,조선일보,사회,부정,4,혐의,7,12.73,7,55,#b6585c,#b6585c,Y
2026-09-07,조선일보,사회,부정,5,기소,7,12.73,7,55,#ca7275,#ca7275,Y
2026-09-07,조선일보,사회,부정,6,폭행,5,9.09,7,55,#de8c8e,#de8c8e,Y
2026-09-07,조선일보,사회,부정,7,피의자,5,9.09,7,55,#f2a6a6,#f2a6a6,Y
