날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-14,문화일보,정치,긍정,1,참여,34,29.82,5,114,#0d2b5c,#0d2b5c,Y
2026-09-14,문화일보,정치,긍정,2,지원,30,26.32,5,114,#345481,#345481,Y
2026-09-14,문화일보,정치,긍정,3,안전,22,19.3,5,114,#5b7ea6,#5b7ea6,Y
2026-09-14,문화일보,정치,긍정,4,협력,19,16.67,5,114,#82a7cb,#82a7cb,Y
2026-09-14,문화일보,정치,긍정,5,확대,9,7.89,5,114,#a8d0f0,#a8d0f0,Y
2026-09-14,문화일보,정치,부정,1,전쟁,37,28.24,8,131,#7a0a12,#7a0a12,Y
2026-09-14,문화일보,정치,부정,2,사퇴,23,17.56,8,131,#8b2027,#8b2027,Y
2026-09-14,문화일보,정치,부정,3,제한,16,12.21,8,131,#9c373c,#9c373c,Y
2026-09-14,문화일보,정치,부정,4,의혹,12,9.16,8,131,#ad4d51,#ad4d51,Y
2026-09-14,문화일보,정치,부정,5,비판,12,9.16,8,131,#bf6367,#bf6367,Y
2026-09-14,문화일보,정치,부정,6,위험,12,9.16,8,131,#d0797c,#d0797c,Y
2026-09-14,문화일보,정치,부정,7,위협,10,7.63,8,131,#e19091,#e19091,Y
2026-09-14,문화일보,정치,부정,8,반대,9,6.87,8,131,#f2a6a6,#f2a6a6,Y
