날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-23,아시아경제,정치,긍정,1,평화,53,32.32,9,164,#0d2b5c,#0d2b5c,Y
2026-09-23,아시아경제,정치,긍정,2,협력,31,18.9,9,164,#20406f,#20406f,Y
2026-09-23,아시아경제,정치,긍정,3,안정,19,11.59,9,164,#345481,#345481,Y
2026-09-23,아시아경제,정치,긍정,4,성과,12,7.32,9,164,#476994,#476994,Y
2026-09-23,아시아경제,정치,긍정,5,확대,10,6.1,9,164,#5b7ea6,#5b7ea6,Y
2026-09-23,아시아경제,정치,긍정,6,포용,10,6.1,9,164,#6e93b9,#6e93b9,Y
2026-09-23,아시아경제,정치,긍정,7,안전,10,6.1,9,164,#82a7cb,#82a7cb,Y
2026-09-23,아시아경제,정치,긍정,8,인정,10,6.1,9,164,#95bcde,#95bcde,Y
2026-09-23,아시아경제,정치,긍정,9,성장,9,5.49,9,164,#a8d0f0,#a8d0f0,Y
2026-09-23,아시아경제,정치,부정,1,위기,17,22.97,7,74,#7a0a12,#7a0a12,Y
2026-09-23,아시아경제,정치,부정,2,전쟁,14,18.92,7,74,#8e242a,#8e242a,Y
2026-09-23,아시아경제,정치,부정,3,수사,10,13.51,7,74,#a23e43,#a23e43,Y
2026-09-23,아시아경제,정치,부정,4,중단,9,12.16,7,74,#b6585c,#b6585c,Y
2026-09-23,아시아경제,정치,부정,5,불법,9,12.16,7,74,#ca7275,#ca7275,Y
2026-09-23,아시아경제,정치,부정,6,폭발,8,10.81,7,74,#de8c8e,#de8c8e,Y
2026-09-23,아시아경제,정치,부정,7,사고,7,9.46,7,74,#f2a6a6,#f2a6a6,Y
