날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-14,조선일보,주요뉴스,긍정,1,합의,8,27.59,4,29,#0d2b5c,#0d2b5c,Y
2026-09-14,조선일보,주요뉴스,긍정,2,지원,7,24.14,4,29,#41628d,#41628d,Y
2026-09-14,조선일보,주요뉴스,긍정,3,확보,7,24.14,4,29,#7499bf,#7499bf,Y
2026-09-14,조선일보,주요뉴스,긍정,4,최대,7,24.14,4,29,#a8d0f0,#a8d0f0,Y
2026-09-14,조선일보,주요뉴스,부정,1,사퇴,17,24.29,6,70,#7a0a12,#7a0a12,Y
2026-09-14,조선일보,주요뉴스,부정,2,의혹,15,21.43,6,70,#922930,#922930,Y
2026-09-14,조선일보,주요뉴스,부정,3,수사,13,18.57,6,70,#aa484d,#aa484d,Y
2026-09-14,조선일보,주요뉴스,부정,4,격차,10,14.29,6,70,#c2686b,#c2686b,Y
2026-09-14,조선일보,주요뉴스,부정,5,타격,8,11.43,6,70,#da8788,#da8788,Y
2026-09-14,조선일보,주요뉴스,부정,6,논란,7,10.0,6,70,#f2a6a6,#f2a6a6,Y
