날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-11,종합,전체,900,1431,48125,47,2589,49,2031,12.1,의원(772); 후보자(736); 미국(641); 대통령(500); 지역(478),투자(374); 확대(240); 지원(209),의혹(234); 논란(174); 수사(154),"전체: 기사 900건에서 키워드 1431종을 추출했고 상위 키워드는 '의원'(772회), '후보자'(736회), '미국'(641회) 순입니다. 감성지수 +12.1로 긍정 어휘가 다소 우세합니다."
2026-09-11,신문사,데일리안,180,451,12026,23,681,24,608,5.7,의원(229); 후보자(213); 데일리안(195); 대통령(195); 대표(168),투자(106); 확대(93); 증가(56),부담(81); 의혹(68); 논란(67),"데일리안: 기사 180건에서 키워드 451종을 추출했고 상위 키워드는 '의원'(229회), '후보자'(213회), '데일리안'(195회) 순입니다. 감성지수 +5.7로 긍정 어휘가 다소 우세합니다."
2026-09-11,신문사,매일신문,180,501,9463,22,423,23,573,-15.1,후보자(201); 대구(153); 의원(150); 미국(125); 산업(121),투자(83); 확대(48); 지원(42),의혹(72); 반대(68); 수사(59),"매일신문: 기사 180건에서 키워드 501종을 추출했고 상위 키워드는 '후보자'(201회), '대구'(153회), '의원'(150회) 순입니다. 감성지수 -15.1로 부정 어휘가 다소 우세합니다."
2026-09-11,신문사,문화일보,180,520,7914,28,481,18,293,24.3,의원(161); 후보자(130); 국회(83); 시장(82); 미국(71),상승(55); 지원(42); 확대(34),의혹(35); 청탁(32); 수사(30),"문화일보: 기사 180건에서 키워드 520종을 추출했고 상위 키워드는 '의원'(161회), '후보자'(130회), '국회'(83회) 순입니다. 감성지수 +24.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-11,신문사,아시아경제,180,495,8819,32,744,15,207,56.5,지역(161); 사업(143); 미국(123); 시장(103); 한국(92),투자(89); 지원(72); 확대(53),우려(40); 불법(33); 하락(25),"아시아경제: 기사 180건에서 키워드 495종을 추출했고 상위 키워드는 '지역'(161회), '사업'(143회), '미국'(123회) 순입니다. 감성지수 +56.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-11,신문사,조선일보,180,513,9903,15,260,18,350,-14.8,미국(197); 후보자(182); 트럼프(180); 의원(180); 장관(113),투자(73); 계약(25); 상장(23),수사(59); 전쟁(55); 의혹(52),"조선일보: 기사 180건에서 키워드 513종을 추출했고 상위 키워드는 '미국'(197회), '후보자'(182회), '트럼프'(180회) 순입니다. 감성지수 -14.8로 부정 어휘가 다소 우세합니다."
2026-09-11,카테고리,IT과학,100,325,6607,18,483,6,88,69.2,기술(151); 기업(137); 사업(102); 지역(99); 산업(86),지원(73); 투자(70); 확대(60),규제(21); 위기(21); 부담(17),"IT과학: 기사 100건에서 키워드 325종을 추출했고 상위 키워드는 '기술'(151회), '기업'(137회), '사업'(102회) 순입니다. 감성지수 +69.2로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-11,카테고리,경제,100,345,6437,24,593,7,131,63.8,시장(143); 기업(102); 지역(94); 상승(93); 투자(91),상승(93); 투자(91); 확대(82),하락(35); 부담(25); 규제(23),"경제: 기사 100건에서 키워드 345종을 추출했고 상위 키워드는 '시장'(143회), '기업'(102회), '지역'(94회) 순입니다. 감성지수 +63.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-11,카테고리,문화,100,400,5596,20,309,1,15,90.7,한국(79); 작가(71); 서울(69); 중국(67); 문화(63),축제(50); 전시(34); 지원(31),부담(15),"문화: 기사 100건에서 키워드 400종을 추출했고 상위 키워드는 '한국'(79회), '작가'(71회), '서울'(69회) 순입니다. 감성지수 +90.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-11,카테고리,사회,100,377,5197,26,385,21,264,18.6,지역(116); 사업(104); 서울(93); 주민(85); 도시(68),지원(66); 참여(47); 확대(27),혐의(37); 사고(30); 자살(24),"사회: 기사 100건에서 키워드 377종을 추출했고 상위 키워드는 '지역'(116회), '사업'(104회), '서울'(93회) 순입니다. 감성지수 +18.6로 긍정 어휘가 다소 우세합니다."
